user_id,number_of_subscription_cycles,ordered_yesterday,favorite_cuisines
111896,,TRUE,"['italian', 'mediterranean', 'indian', 'chinese', 'middle-eastern']"
106536,1,TRUE,"['american', 'indian', 'korean', 'middle-eastern', 'italian', 'mediterranean', 'japanese']"
100822,4,TRUE,"['japanese', 'middle-eastern', 'latin', 'mediterranean', 'thai']"
110342,1,TRUE,"['indian', 'chinese', 'middle-eastern']"
101860,1,TRUE,"['chinese', 'thai', 'american', 'korean']"
104690,5,TRUE,"['latin', 'american', 'korean', 'middle-eastern', 'thai', 'indian', 'mediterranean', 'chinese', 'japanese', 'italian']"
107992,6+,FALSE,"['korean', 'mediterranean', 'latin', 'middle-eastern', 'chinese']"
111652,2,TRUE,"['japanese', 'vegetarian', 'mediterranean', 'american', 'italian', 'middle-eastern']"
106929,4,TRUE,"['thai', 'italian', 'latin', 'american', 'chinese', 'korean', 'japanese', 'mediterranean', 'vegetarian', 'indian']"
108758,2,FALSE,"['mediterranean', 'middle-eastern', 'italian']"
105567,5,TRUE,"['japanese', 'chinese', 'indian', 'thai']"
103225,,TRUE,['thai']
102931,6+,FALSE,"['vegetarian', 'indian', 'mediterranean', 'italian', 'american', 'latin', 'japanese', 'thai', 'chinese']"
109423,,TRUE,"['latin', 'thai', 'american', 'italian', 'middle-eastern', 'indian', 'vegetarian']"
107005,1,TRUE,"['middle-eastern', 'american', 'latin', 'korean', 'japanese', 'vegetarian', 'chinese', 'indian', 'thai']"
107742,1,TRUE,"['thai', 'middle-eastern', 'korean', 'latin', 'vegetarian', 'chinese', 'mediterranean', 'indian', 'italian']"
108425,,TRUE,"['vegetarian', 'latin', 'thai', 'japanese']"
108619,5,FALSE,"['mediterranean', 'chinese', 'italian']"
103799,2,TRUE,"['thai', 'latin']"
110083,2,TRUE,['vegetarian']
104616,2,TRUE,"['latin', 'middle-eastern', 'vegetarian', 'italian', 'mediterranean', 'american']"
106154,2,TRUE,"['indian', 'middle-eastern', 'korean', 'vegetarian', 'chinese', 'latin', 'japanese', 'mediterranean', 'italian']"
111482,1,FALSE,"['mediterranean', 'indian', 'thai', 'chinese']"
101760,6+,FALSE,"['indian', 'vegetarian', 'mediterranean', 'american']"
108288,6+,TRUE,"['latin', 'japanese', 'korean', 'thai', 'american', 'chinese', 'mediterranean', 'middle-eastern']"
109087,6+,TRUE,"['thai', 'korean', 'chinese', 'vegetarian']"
101656,6+,TRUE,"['vegetarian', 'mediterranean', 'indian', 'japanese', 'american', 'italian', 'latin', 'chinese', 'thai', 'korean']"
102310,2,FALSE,"['korean', 'middle-eastern', 'vegetarian', 'mediterranean']"
103454,6+,TRUE,"['american', 'indian', 'mediterranean', 'chinese', 'latin', 'korean', 'middle-eastern']"
105632,4,FALSE,"['korean', 'middle-eastern', 'indian', 'japanese']"
107019,4,TRUE,"['korean', 'latin', 'italian', 'middle-eastern', 'vegetarian', 'japanese']"
111641,6+,TRUE,"['indian', 'middle-eastern', 'thai']"
105006,1,TRUE,"['italian', 'mediterranean', 'american', 'thai', 'middle-eastern', 'latin', 'korean', 'japanese', 'indian', 'vegetarian']"
108931,1,FALSE,"['chinese', 'mediterranean', 'american', 'italian', 'indian']"
107874,5,TRUE,['american']
106829,2,FALSE,"['middle-eastern', 'indian', 'japanese', 'thai', 'chinese', 'vegetarian', 'latin', 'korean']"
103416,0,TRUE,"['chinese', 'middle-eastern', 'vegetarian', 'thai', 'japanese', 'mediterranean', 'american']"
105792,5,FALSE,"['japanese', 'thai', 'vegetarian', 'chinese', 'korean']"
110238,1,TRUE,"['american', 'mediterranean', 'thai', 'middle-eastern', 'latin', 'vegetarian', 'korean', 'indian']"
104256,5,TRUE,"['mediterranean', 'american', 'chinese']"
102969,5,TRUE,"['latin', 'korean', 'italian', 'thai']"
108205,4,TRUE,"['latin', 'thai', 'indian', 'chinese', 'korean']"
106202,5,TRUE,"['japanese', 'middle-eastern', 'chinese', 'indian', 'mediterranean', 'thai', 'korean', 'italian']"
104493,2,FALSE,"['mediterranean', 'thai', 'middle-eastern', 'italian']"
110576,4,TRUE,"['middle-eastern', 'vegetarian']"
102671,0,FALSE,"['middle-eastern', 'korean', 'indian', 'italian', 'vegetarian', 'chinese']"
107107,1,TRUE,"['japanese', 'thai', 'indian', 'italian', 'latin', 'korean', 'middle-eastern', 'mediterranean', 'american', 'vegetarian']"
100749,4,TRUE,"['japanese', 'thai', 'korean', 'american', 'mediterranean']"
107306,2,FALSE,['american']
103645,1,TRUE,"['american', 'japanese', 'mediterranean', 'vegetarian']"
110820,6+,TRUE,"['korean', 'chinese', 'indian', 'italian', 'mediterranean']"
110639,,TRUE,"['chinese', 'thai', 'japanese', 'latin', 'american', 'indian', 'italian', 'korean']"
106552,0,TRUE,"['american', 'italian', 'thai', 'korean', 'indian']"
100412,4,TRUE,"['thai', 'mediterranean', 'latin', 'indian', 'korean', 'chinese', 'vegetarian']"
109813,0,TRUE,"['middle-eastern', 'chinese', 'vegetarian', 'korean', 'mediterranean', 'japanese', 'latin', 'indian', 'american', 'thai']"
105690,6+,TRUE,"['chinese', 'latin']"
103598,4,TRUE,[]
102429,5,TRUE,"['korean', 'chinese', 'american', 'mediterranean', 'middle-eastern', 'latin', 'japanese', 'indian']"
105010,6+,TRUE,"['american', 'italian', 'indian', 'thai', 'japanese', 'chinese']"
104489,0,FALSE,['american']
100981,6+,TRUE,"['american', 'chinese', 'middle-eastern', 'italian', 'indian', 'mediterranean', 'latin', 'thai']"
108664,2,TRUE,"['american', 'korean', 'middle-eastern', 'indian', 'thai', 'italian', 'mediterranean', 'chinese', 'latin', 'japanese']"
109886,0,FALSE,"['mediterranean', 'japanese', 'chinese', 'italian', 'thai']"
104403,1,FALSE,['thai']
107583,6+,FALSE,"['indian', 'latin', 'chinese', 'thai', 'middle-eastern', 'vegetarian']"
105090,4,FALSE,"['middle-eastern', 'thai', 'vegetarian', 'japanese']"
111944,6+,TRUE,"['italian', 'middle-eastern', 'japanese', 'american', 'korean']"
107761,0,TRUE,"['thai', 'indian', 'korean', 'japanese', 'italian', 'middle-eastern']"
105493,2,TRUE,"['japanese', 'middle-eastern', 'thai', 'mediterranean', 'korean', 'chinese', 'american']"
101248,5,TRUE,"['latin', 'middle-eastern', 'indian', 'mediterranean', 'thai', 'american', 'japanese', 'korean', 'vegetarian', 'chinese']"
100179,2,TRUE,"['latin', 'chinese', 'japanese']"
106194,1,FALSE,['italian']
109898,4,FALSE,"['vegetarian', 'indian']"
111602,1,TRUE,"['indian', 'italian']"
105519,2,FALSE,"['italian', 'american', 'japanese', 'middle-eastern', 'chinese']"
104570,1,TRUE,['latin']
106796,6+,TRUE,"['american', 'korean', 'vegetarian', 'middle-eastern', 'latin']"
104957,2,TRUE,"['italian', 'korean']"
103707,4,FALSE,"['latin', 'korean', 'japanese', 'italian', 'mediterranean', 'indian', 'middle-eastern', 'vegetarian', 'chinese']"
102698,6+,TRUE,"['japanese', 'thai', 'mediterranean']"
108161,6+,TRUE,"['thai', 'latin', 'middle-eastern', 'chinese', 'italian', 'mediterranean', 'indian', 'korean']"
107828,2,TRUE,['thai']
100527,0,TRUE,"['american', 'middle-eastern', 'vegetarian', 'mediterranean', 'indian', 'thai', 'korean', 'italian', 'latin']"
108155,1,FALSE,"['indian', 'thai', 'mediterranean', 'latin', 'vegetarian', 'korean', 'chinese', 'american', 'italian', 'middle-eastern']"
106254,5,FALSE,"['middle-eastern', 'chinese', 'latin', 'american', 'vegetarian']"
108635,2,TRUE,"['italian', 'korean', 'middle-eastern']"
108984,,TRUE,"['latin', 'thai', 'italian', 'japanese']"
105341,5,TRUE,"['indian', 'american', 'middle-eastern', 'japanese', 'italian', 'thai', 'mediterranean', 'vegetarian']"
105166,5,TRUE,"['indian', 'thai', 'korean', 'vegetarian', 'chinese', 'latin', 'mediterranean', 'middle-eastern']"
109660,4,TRUE,"['korean', 'latin', 'indian', 'mediterranean', 'italian', 'japanese']"
102482,6+,TRUE,"['middle-eastern', 'mediterranean', 'vegetarian', 'thai', 'indian', 'chinese', 'korean', 'italian', 'latin', 'american']"
110250,2,TRUE,"['korean', 'indian']"
104658,1,FALSE,[]
103105,2,TRUE,"['thai', 'korean', 'latin', 'chinese']"
109661,,TRUE,['vegetarian']
100621,4,FALSE,"['vegetarian', 'chinese', 'latin', 'korean', 'american', 'mediterranean', 'thai', 'japanese', 'indian', 'italian']"
104826,1,TRUE,[]
106920,4,FALSE,"['indian', 'korean', 'vegetarian', 'thai', 'chinese', 'japanese', 'latin', 'middle-eastern', 'mediterranean']"
100513,5,TRUE,"['japanese', 'chinese', 'mediterranean', 'italian', 'korean', 'latin', 'indian', 'thai', 'middle-eastern']"
107058,1,TRUE,"['chinese', 'american', 'mediterranean', 'latin', 'middle-eastern', 'korean']"
109166,1,TRUE,"['vegetarian', 'chinese', 'korean', 'latin']"
111733,6+,TRUE,['american']
102552,1,TRUE,[]
111738,0,TRUE,"['american', 'korean', 'japanese']"
109569,6+,TRUE,"['thai', 'latin']"
103980,2,FALSE,"['thai', 'vegetarian', 'chinese', 'italian', 'middle-eastern', 'indian', 'korean', 'japanese', 'mediterranean', 'american']"
109922,6+,TRUE,"['thai', 'vegetarian', 'italian', 'japanese', 'latin', 'chinese', 'middle-eastern']"
104491,2,FALSE,"['chinese', 'american']"
111279,2,TRUE,[]
104444,0,FALSE,"['italian', 'vegetarian', 'american', 'mediterranean', 'latin', 'japanese', 'indian', 'thai']"
100115,2,TRUE,[]
111235,0,FALSE,"['vegetarian', 'chinese', 'latin', 'middle-eastern', 'american', 'korean', 'mediterranean']"
104829,1,TRUE,"['american', 'latin']"
101180,2,TRUE,"['indian', 'vegetarian', 'italian', 'mediterranean', 'chinese', 'american', 'japanese', 'korean', 'middle-eastern']"
102591,4,FALSE,"['japanese', 'italian', 'vegetarian', 'korean', 'american']"
103617,0,TRUE,"['italian', 'latin']"
106839,6+,TRUE,"['chinese', 'mediterranean', 'american']"
108123,5,TRUE,"['mediterranean', 'indian']"
104847,0,TRUE,"['vegetarian', 'korean', 'mediterranean']"
106424,6+,FALSE,"['vegetarian', 'italian', 'american', 'mediterranean', 'thai', 'indian', 'middle-eastern', 'japanese', 'latin', 'korean']"
103032,6+,TRUE,"['mediterranean', 'chinese']"
107399,5,TRUE,"['italian', 'latin']"
108567,,TRUE,"['chinese', 'mediterranean', 'latin', 'japanese']"
108130,2,FALSE,['chinese']
110656,5,TRUE,"['korean', 'american', 'thai', 'indian', 'middle-eastern', 'mediterranean', 'chinese', 'vegetarian', 'japanese']"
108838,0,TRUE,"['latin', 'middle-eastern', 'mediterranean', 'japanese', 'italian', 'american', 'indian', 'thai', 'vegetarian', 'chinese']"
111779,5,TRUE,['mediterranean']
101823,5,TRUE,"['mediterranean', 'middle-eastern', 'chinese', 'latin', 'thai', 'korean', 'american', 'vegetarian', 'italian']"
104987,,FALSE,"['chinese', 'indian', 'thai', 'italian', 'american', 'korean', 'latin', 'japanese']"
102842,1,TRUE,"['thai', 'middle-eastern', 'american', 'italian', 'korean', 'japanese', 'chinese', 'latin', 'vegetarian']"
110408,5,FALSE,"['vegetarian', 'latin', 'mediterranean', 'korean', 'thai', 'american', 'indian', 'chinese', 'middle-eastern']"
106258,1,TRUE,"['latin', 'vegetarian']"
110373,0,FALSE,"['latin', 'american']"
111954,2,FALSE,"['italian', 'japanese', 'indian', 'chinese', 'latin', 'korean', 'middle-eastern', 'thai', 'mediterranean', 'american']"
110996,2,FALSE,"['thai', 'italian', 'indian', 'japanese', 'mediterranean', 'korean', 'latin']"
110313,5,TRUE,"['indian', 'thai']"
111511,,TRUE,"['american', 'thai', 'korean', 'mediterranean', 'italian', 'middle-eastern', 'indian']"
108244,2,FALSE,[]
104322,0,FALSE,"['indian', 'thai', 'korean', 'latin', 'mediterranean']"
104485,6+,TRUE,['indian']
104166,5,TRUE,"['middle-eastern', 'korean', 'latin', 'vegetarian', 'indian']"
100502,2,TRUE,"['thai', 'japanese', 'mediterranean', 'italian', 'latin', 'chinese']"
105204,0,TRUE,"['italian', 'mediterranean', 'chinese', 'japanese', 'indian', 'thai', 'vegetarian', 'korean', 'latin', 'american']"
104788,0,TRUE,"['mediterranean', 'american', 'middle-eastern', 'chinese', 'thai', 'japanese', 'vegetarian', 'korean', 'latin', 'italian']"
105793,2,TRUE,"['middle-eastern', 'latin', 'mediterranean', 'indian', 'thai', 'japanese']"
102725,2,TRUE,['middle-eastern']
107254,0,TRUE,"['indian', 'korean', 'mediterranean', 'latin', 'chinese']"
103458,3,TRUE,"['chinese', 'mediterranean', 'korean', 'middle-eastern', 'indian', 'thai', 'italian', 'japanese', 'vegetarian']"
111099,0,TRUE,['latin']
100012,1,TRUE,"['mediterranean', 'japanese', 'italian', 'thai']"
104742,5,FALSE,"['chinese', 'vegetarian', 'latin', 'middle-eastern', 'italian', 'korean', 'thai']"
107585,6+,TRUE,"['middle-eastern', 'thai', 'indian', 'chinese', 'korean', 'american', 'vegetarian']"
101456,6+,FALSE,"['middle-eastern', 'italian', 'thai', 'mediterranean', 'latin', 'american', 'vegetarian', 'korean']"
111349,4,FALSE,[]
100136,1,TRUE,"['korean', 'indian']"
111700,4,TRUE,"['vegetarian', 'thai', 'latin', 'japanese', 'chinese', 'italian', 'korean', 'american']"
110143,4,TRUE,[]
101780,2,FALSE,"['korean', 'latin', 'middle-eastern', 'chinese', 'italian', 'mediterranean', 'vegetarian']"
109172,4,TRUE,['mediterranean']
110590,2,TRUE,"['korean', 'mediterranean']"
101984,6+,TRUE,['middle-eastern']
111519,1,FALSE,"['korean', 'chinese', 'latin', 'vegetarian', 'american', 'indian']"
111366,6+,FALSE,"['american', 'chinese']"
103383,0,TRUE,"['american', 'mediterranean', 'vegetarian', 'indian', 'middle-eastern', 'thai', 'italian', 'chinese', 'japanese', 'latin']"
103090,5,TRUE,"['japanese', 'italian', 'american', 'thai']"
101393,0,TRUE,"['latin', 'american', 'italian', 'chinese', 'indian', 'middle-eastern', 'korean', 'vegetarian', 'mediterranean']"
106794,,TRUE,"['mediterranean', 'indian', 'japanese', 'korean', 'american', 'middle-eastern', 'vegetarian']"
106654,,FALSE,"['italian', 'indian']"
108477,2,FALSE,"['chinese', 'american', 'middle-eastern', 'korean', 'mediterranean', 'indian', 'vegetarian']"
100467,5,FALSE,"['italian', 'mediterranean', 'latin', 'vegetarian', 'middle-eastern', 'american', 'chinese']"
101199,1,FALSE,"['middle-eastern', 'chinese', 'thai', 'japanese', 'indian', 'latin', 'american', 'korean']"
103198,5,FALSE,['american']
108913,2,TRUE,"['middle-eastern', 'italian', 'korean', 'indian', 'american']"
107621,1,TRUE,"['latin', 'mediterranean', 'chinese', 'middle-eastern', 'japanese']"
106215,1,FALSE,"['korean', 'indian', 'mediterranean', 'chinese', 'japanese', 'american', 'middle-eastern', 'thai', 'vegetarian', 'italian']"
101371,1,TRUE,['indian']
109089,0,FALSE,"['vegetarian', 'korean', 'indian', 'american', 'japanese', 'middle-eastern', 'thai', 'latin', 'mediterranean']"
107813,4,TRUE,"['japanese', 'chinese', 'italian', 'mediterranean', 'korean', 'vegetarian']"
110847,4,FALSE,"['mediterranean', 'korean', 'middle-eastern', 'indian', 'italian', 'latin', 'american', 'japanese']"
104063,5,FALSE,"['vegetarian', 'mediterranean', 'japanese']"
111248,6+,TRUE,"['chinese', 'american']"
107373,5,TRUE,"['middle-eastern', 'indian', 'thai']"
110219,5,FALSE,"['chinese', 'latin', 'thai', 'american']"
109973,1,FALSE,"['japanese', 'korean']"
102339,5,TRUE,"['middle-eastern', 'italian', 'latin', 'japanese', 'thai', 'indian', 'american', 'vegetarian', 'korean']"
102841,5,TRUE,"['chinese', 'italian', 'american', 'indian', 'vegetarian', 'latin', 'japanese', 'mediterranean', 'thai']"
101968,4,FALSE,"['indian', 'vegetarian', 'italian', 'middle-eastern']"
105722,1,TRUE,"['thai', 'chinese', 'japanese', 'mediterranean']"
105940,5,FALSE,"['japanese', 'mediterranean']"
101857,2,FALSE,"['chinese', 'japanese', 'american', 'thai', 'italian', 'vegetarian', 'korean', 'middle-eastern', 'mediterranean']"
110280,2,FALSE,[]
109703,2,TRUE,"['mediterranean', 'thai', 'latin', 'american', 'vegetarian', 'chinese', 'indian', 'middle-eastern', 'korean']"
106544,6+,TRUE,['american']
102181,2,TRUE,"['vegetarian', 'chinese', 'italian', 'indian', 'korean', 'thai', 'japanese', 'middle-eastern']"
106592,1,TRUE,"['middle-eastern', 'american']"
105706,5,TRUE,"['indian', 'american', 'latin', 'japanese']"
111390,0,FALSE,"['japanese', 'chinese', 'mediterranean', 'vegetarian', 'american', 'middle-eastern', 'korean', 'latin', 'italian', 'thai']"
110868,5,FALSE,['chinese']
105976,,TRUE,"['latin', 'japanese']"
110509,4,TRUE,"['indian', 'japanese', 'vegetarian', 'korean', 'chinese', 'mediterranean', 'american', 'italian']"
107391,3,TRUE,"['indian', 'thai', 'middle-eastern', 'korean', 'latin', 'italian', 'japanese']"
102916,1,TRUE,"['latin', 'mediterranean', 'japanese']"
106347,2,TRUE,"['thai', 'latin', 'italian', 'american', 'chinese']"
109110,,TRUE,"['american', 'chinese', 'thai', 'indian', 'korean']"
103330,0,TRUE,"['vegetarian', 'chinese', 'indian', 'middle-eastern', 'mediterranean', 'japanese', 'korean', 'latin', 'thai']"
101636,0,FALSE,"['american', 'latin', 'japanese', 'chinese', 'italian']"
104161,4,TRUE,"['indian', 'chinese', 'thai', 'korean', 'mediterranean']"
104291,5,TRUE,['vegetarian']
102556,2,TRUE,"['japanese', 'vegetarian', 'latin', 'american', 'mediterranean', 'italian']"
101883,1,TRUE,[]
104371,1,TRUE,"['latin', 'japanese', 'vegetarian', 'indian', 'italian', 'middle-eastern', 'american', 'chinese', 'thai', 'korean']"
103428,4,FALSE,['thai']
111093,5,FALSE,"['chinese', 'indian', 'korean', 'thai', 'japanese', 'vegetarian', 'latin', 'middle-eastern', 'mediterranean', 'american']"
106164,6+,TRUE,"['korean', 'middle-eastern']"
107530,0,FALSE,"['japanese', 'latin']"
104148,6+,TRUE,"['thai', 'japanese', 'middle-eastern', 'latin', 'vegetarian', 'korean', 'italian', 'indian']"
109413,0,FALSE,"['indian', 'chinese', 'korean', 'japanese', 'american', 'italian', 'mediterranean', 'middle-eastern', 'latin', 'vegetarian']"
100765,0,TRUE,"['chinese', 'vegetarian', 'middle-eastern', 'mediterranean', 'korean', 'latin', 'japanese', 'american', 'indian']"
101639,,TRUE,['korean']
103160,2,FALSE,"['korean', 'middle-eastern', 'thai', 'indian', 'latin', 'italian', 'japanese', 'american', 'mediterranean', 'vegetarian']"
104409,2,FALSE,"['indian', 'japanese', 'chinese', 'latin', 'vegetarian', 'middle-eastern', 'american', 'mediterranean', 'italian']"
108893,1,FALSE,"['vegetarian', 'middle-eastern', 'thai', 'italian', 'latin', 'indian', 'japanese', 'mediterranean', 'chinese']"
104250,0,TRUE,"['american', 'chinese', 'korean', 'middle-eastern', 'thai', 'latin', 'italian', 'japanese', 'indian', 'vegetarian']"
106028,,FALSE,"['italian', 'american', 'latin', 'thai', 'indian']"
110058,6+,TRUE,"['japanese', 'chinese', 'mediterranean']"
106898,2,FALSE,"['chinese', 'latin', 'vegetarian', 'korean']"
104876,0,TRUE,[]
111915,1,FALSE,"['american', 'mediterranean', 'middle-eastern', 'indian', 'thai', 'latin', 'chinese', 'japanese', 'italian', 'korean']"
111900,1,FALSE,"['indian', 'latin', 'italian', 'japanese']"
100849,2,TRUE,"['mediterranean', 'chinese', 'latin', 'thai', 'italian']"
105138,,FALSE,"['italian', 'indian']"
105476,2,TRUE,"['american', 'mediterranean', 'japanese', 'korean', 'indian']"
111384,2,TRUE,"['vegetarian', 'japanese']"
106425,2,FALSE,"['american', 'latin', 'thai', 'chinese']"
110347,4,FALSE,"['middle-eastern', 'mediterranean', 'indian', 'korean', 'italian', 'american', 'chinese', 'latin', 'japanese']"
111655,2,FALSE,"['american', 'latin', 'mediterranean', 'korean', 'japanese', 'thai']"
107083,2,TRUE,"['american', 'thai', 'korean', 'chinese', 'japanese', 'latin']"
103403,5,TRUE,['american']
106420,1,TRUE,"['american', 'latin', 'italian', 'chinese', 'vegetarian', 'korean', 'indian', 'mediterranean', 'thai']"
101988,6+,TRUE,"['latin', 'indian', 'thai', 'vegetarian', 'middle-eastern']"
101535,5,FALSE,"['middle-eastern', 'italian', 'vegetarian', 'indian', 'japanese', 'mediterranean', 'thai', 'korean', 'american']"
108083,0,FALSE,[]
100689,6+,TRUE,"['thai', 'american', 'japanese', 'latin', 'middle-eastern', 'chinese']"
105502,4,TRUE,[]
105974,5,TRUE,['middle-eastern']
103970,0,TRUE,"['indian', 'american', 'japanese', 'thai', 'korean']"
109634,1,FALSE,['american']
100270,,FALSE,"['thai', 'indian', 'mediterranean', 'italian', 'vegetarian', 'chinese']"
103175,0,FALSE,"['korean', 'chinese', 'middle-eastern', 'latin', 'indian', 'thai', 'italian', 'mediterranean', 'japanese']"
103236,6+,FALSE,[]
103741,2,TRUE,"['american', 'thai']"
110262,2,FALSE,"['american', 'vegetarian', 'indian', 'thai', 'japanese', 'korean', 'latin']"
102299,5,TRUE,"['middle-eastern', 'korean']"
101871,6+,TRUE,"['middle-eastern', 'mediterranean', 'thai', 'italian', 'indian', 'korean', 'latin', 'chinese', 'vegetarian']"
109438,2,TRUE,"['middle-eastern', 'vegetarian', 'latin', 'thai', 'indian', 'mediterranean']"
108424,1,TRUE,"['middle-eastern', 'latin', 'mediterranean', 'american', 'thai', 'japanese', 'chinese', 'indian']"
107039,2,FALSE,"['american', 'latin', 'indian', 'middle-eastern', 'vegetarian']"
107028,6+,TRUE,"['korean', 'thai', 'mediterranean', 'indian', 'chinese']"
104350,1,TRUE,"['thai', 'vegetarian', 'chinese', 'japanese', 'korean', 'american', 'mediterranean', 'latin']"
105449,2,TRUE,"['chinese', 'thai', 'indian', 'mediterranean']"
109591,5,TRUE,"['chinese', 'thai', 'japanese']"
104683,2,TRUE,[]
103632,5,FALSE,[]
109150,2,TRUE,"['thai', 'italian', 'japanese', 'latin']"
110657,1,FALSE,"['italian', 'chinese', 'middle-eastern', 'latin', 'korean', 'american', 'japanese']"
102519,6+,FALSE,"['middle-eastern', 'vegetarian']"
101828,0,TRUE,"['italian', 'indian', 'chinese', 'thai']"
103171,1,TRUE,[]
111414,6+,TRUE,[]
100306,2,TRUE,"['mediterranean', 'american']"
108224,5,TRUE,"['middle-eastern', 'japanese', 'italian', 'chinese']"
108189,0,TRUE,"['indian', 'latin', 'japanese']"
105475,5,TRUE,"['vegetarian', 'italian', 'thai', 'mediterranean', 'chinese', 'indian']"
105299,0,TRUE,"['italian', 'mediterranean', 'japanese']"
101095,6+,TRUE,"['italian', 'chinese']"
102824,6+,TRUE,"['chinese', 'italian', 'japanese', 'middle-eastern', 'thai', 'vegetarian', 'mediterranean', 'korean']"
101155,1,FALSE,"['vegetarian', 'italian', 'indian', 'middle-eastern']"
110172,1,TRUE,"['japanese', 'italian', 'vegetarian', 'latin', 'korean', 'american', 'middle-eastern', 'thai', 'chinese', 'mediterranean']"
103589,4,TRUE,"['chinese', 'american', 'vegetarian']"
103204,4,TRUE,"['korean', 'italian', 'middle-eastern', 'mediterranean', 'latin', 'chinese', 'japanese', 'indian', 'american']"
108973,6+,TRUE,"['korean', 'thai', 'italian']"
109902,6+,TRUE,"['vegetarian', 'italian', 'latin', 'korean', 'american', 'indian', 'japanese']"
110938,6+,TRUE,['thai']
108100,6+,TRUE,[]
101659,2,TRUE,"['latin', 'middle-eastern', 'mediterranean', 'korean', 'vegetarian', 'thai']"
103099,5,FALSE,"['thai', 'chinese', 'japanese', 'vegetarian', 'korean']"
103208,1,FALSE,['japanese']
104093,0,TRUE,"['japanese', 'american', 'vegetarian', 'mediterranean', 'middle-eastern', 'chinese', 'italian']"
100723,2,TRUE,"['korean', 'japanese', 'italian', 'mediterranean', 'chinese', 'american']"
111294,2,TRUE,"['chinese', 'thai', 'mediterranean', 'korean']"
108561,4,FALSE,"['mediterranean', 'thai', 'italian', 'vegetarian', 'latin', 'chinese', 'american', 'korean']"
100902,6+,FALSE,"['italian', 'korean', 'thai', 'mediterranean', 'latin', 'japanese', 'indian']"
110658,1,TRUE,['italian']
103046,2,TRUE,"['chinese', 'latin', 'korean']"
100895,5,TRUE,"['korean', 'italian', 'mediterranean', 'thai', 'vegetarian', 'middle-eastern']"
106180,2,FALSE,"['indian', 'japanese', 'american', 'mediterranean', 'korean', 'latin']"
108912,6+,TRUE,"['vegetarian', 'chinese', 'japanese', 'latin', 'indian']"
105814,4,TRUE,"['latin', 'american', 'indian', 'middle-eastern', 'mediterranean', 'italian', 'korean']"
106414,4,TRUE,"['vegetarian', 'mediterranean', 'chinese']"
111210,0,TRUE,"['middle-eastern', 'thai', 'mediterranean', 'japanese', 'indian', 'latin', 'american', 'italian']"
106567,,FALSE,['vegetarian']
103738,5,FALSE,"['middle-eastern', 'latin', 'italian', 'indian']"
103866,5,TRUE,"['chinese', 'vegetarian', 'middle-eastern', 'korean', 'mediterranean', 'indian', 'american', 'japanese', 'latin', 'thai']"
100655,2,TRUE,"['indian', 'vegetarian', 'mediterranean']"
109567,,TRUE,"['vegetarian', 'indian', 'korean', 'thai']"
107253,0,TRUE,"['middle-eastern', 'chinese', 'japanese', 'vegetarian', 'latin', 'indian', 'thai', 'korean']"
107635,6+,TRUE,"['mediterranean', 'italian', 'japanese', 'thai', 'latin', 'indian', 'american', 'middle-eastern']"
107584,2,FALSE,"['middle-eastern', 'thai', 'korean']"
109715,6+,FALSE,['japanese']
106042,0,FALSE,"['vegetarian', 'korean', 'chinese', 'indian', 'mediterranean', 'thai', 'latin']"
110957,1,TRUE,"['indian', 'japanese', 'american', 'mediterranean', 'korean', 'italian', 'latin', 'middle-eastern', 'vegetarian']"
106795,2,FALSE,['mediterranean']
101509,6+,TRUE,[]
100490,,TRUE,"['vegetarian', 'indian', 'japanese', 'american', 'latin', 'chinese', 'mediterranean', 'italian', 'thai']"
101572,0,TRUE,"['vegetarian', 'thai', 'japanese', 'american', 'middle-eastern', 'italian', 'korean', 'chinese', 'latin', 'mediterranean']"
102240,1,FALSE,"['italian', 'japanese', 'thai', 'chinese', 'mediterranean', 'american', 'indian', 'korean', 'middle-eastern']"
108374,2,TRUE,"['thai', 'indian', 'japanese', 'vegetarian', 'mediterranean', 'latin']"
110763,1,FALSE,"['indian', 'american']"
105936,6+,TRUE,"['middle-eastern', 'american', 'japanese', 'indian', 'latin', 'chinese', 'thai']"
104216,2,TRUE,"['american', 'middle-eastern', 'italian', 'korean', 'thai', 'chinese']"
107310,4,TRUE,"['thai', 'indian', 'mediterranean', 'chinese', 'italian', 'latin', 'american', 'middle-eastern', 'vegetarian', 'japanese']"
101240,2,FALSE,"['vegetarian', 'italian', 'japanese', 'indian', 'mediterranean', 'middle-eastern', 'chinese', 'korean']"
100081,5,FALSE,"['korean', 'indian', 'chinese', 'vegetarian', 'japanese', 'middle-eastern', 'american']"
102456,2,TRUE,"['vegetarian', 'italian', 'indian', 'mediterranean', 'japanese', 'latin', 'american']"
105541,6+,FALSE,"['mediterranean', 'middle-eastern', 'thai', 'korean', 'indian', 'japanese', 'vegetarian', 'latin', 'italian', 'chinese']"
101472,6+,TRUE,"['indian', 'middle-eastern', 'american', 'japanese', 'korean', 'vegetarian', 'latin', 'chinese', 'thai', 'mediterranean']"
100191,5,TRUE,"['mediterranean', 'korean', 'chinese', 'italian', 'latin']"
108281,4,FALSE,[]
107160,0,FALSE,"['japanese', 'american', 'mediterranean']"
102275,6+,TRUE,"['indian', 'latin', 'american', 'mediterranean', 'japanese']"
101362,2,FALSE,['middle-eastern']
102380,1,FALSE,[]
104057,,FALSE,[]
